Date;Time (UTC);Latitude;Longitude;Region name;Depth;Magnitude Type;Magnitude;EqId;
2020-09-28;06:06:38;34.990;-3.820;MOROCCO;1;ML;2.2;906363
2020-08-30;03:35:29;34.430;-4.760;MOROCCO;50;ML;4.0;911016
2020-08-24;11:11:34;34.910;-3.780;MOROCCO;10;ML;2.5;888121
2020-08-14;08:44:35;34.720;-4.480;MOROCCO;40;ML;3.7;885180
2020-08-06;00:02:27;34.580;-5.270;MOROCCO;34;ML;3.9;882788
2020-08-05;23:31:13;34.160;-4.740;MOROCCO;4;ML;3.9;910954
2020-07-18;06:46:11;34.940;-4.220;MOROCCO;2;ML;2.2;877775
2020-07-04;23:28:27;34.480;-5.120;MOROCCO;2;ML;3.1;873936
2020-07-01;06:06:40;34.310;-5.190;MOROCCO;10;mb;4.3;872905
2020-06-28;23:18:31;32.020;-7.430;MOROCCO;10;mb;3.5;872285
2020-05-31;11:11:12;33.700;-6.030;MOROCCO;13;ML;3.5;863537
2020-05-06;02:39:45;34.670;-3.710;MOROCCO;8;ML;3.5;854425
2020-04-18;07:46:52;34.960;-5.670;MOROCCO;10;ML;3.5;849221
2020-03-19;17:35:11;32.510;-5.440;MOROCCO;10;mb;3.6;839962
2020-03-15;06:20:12;34.440;-5.860;MOROCCO;10;ML;3.0;838583
2020-03-09;19:31:33;30.240;-8.040;MOROCCO;60;ML;3.6;837138
2020-03-03;09:27:04;34.300;-5.750;MOROCCO;15;ML;2.9;835205
2020-02-28;11:41:31;33.770;-4.980;MOROCCO;10;mb;2.9;834180
2020-02-24;13:44:27;32.480;-5.360;MOROCCO;10;mb;3.2;832971
2020-02-21;04:02:49;32.480;-4.320;MOROCCO;24;mb;3.5;831939
2020-02-16;22:06:42;32.560;-4.600;MOROCCO;30;ML;3.5;830561
2020-02-16;21:56:54;32.720;-4.290;MOROCCO;10;mb;4.5;830555
2020-02-11;23:43:09;33.020;-5.300;MOROCCO;23;mb;3.5;829223
2020-01-19;02:20:38;34.200;-6.410;MOROCCO;10;ML;2.0;820775
2019-12-03;13:29:28;33.580;-3.600;MOROCCO;10;ML;3.8;809619
2019-11-26;05:44:11;32.570;-4.220;MOROCCO;2;ML;3.6;807797
2019-11-24;09:34:41;34.980;-3.770;MOROCCO;22;ML;3.6;807392
2019-11-24;09:32:27;34.910;-3.760;MOROCCO;10;ML;3.6;807390
2019-11-24;06:26:55;34.940;-3.950;MOROCCO;27;ML;3.5;807374
2019-11-18;06:00:01;32.590;-4.230;MOROCCO;3;ML;3.5;806132
2019-11-17;14:39:08;32.650;-4.320;MOROCCO;10;mb;4.5;806013
2019-11-17;11:02:18;32.640;-4.220;MOROCCO;2;mb;3.9;805974
2019-11-17;09:16:06;32.690;-4.140;MOROCCO;10;ML;3.6;805955
2019-11-17;08:39:09;32.660;-4.240;MOROCCO;10;Mw;5.1;805944
2019-10-31;13:26:56;32.830;-5.320;MOROCCO;27;ML;2.3;802281
2019-10-08;22:25:11;32.820;-5.520;MOROCCO;1;mb;3.6;797721
2019-03-12;18:29:40;32.410;-2.690;MOROCCO;66;ML;3.7;750381
2019-03-07;19:07:34;33.300;-6.420;MOROCCO;56;mb;4.0;749409
2019-02-22;12:49:44;33.150;-5.110;MOROCCO;10;mb;3.5;746638
2019-02-16;04:35:34;34.880;-4.600;MOROCCO;60;mb;4.5;745281
2019-01-31;15:35:26;30.620;-7.150;MOROCCO;14;ML;4.2;744763
2019-01-30;06:34:40;32.160;-2.620;MOROCCO;10;ML;3.6;741723
2018-12-29;21:48:03;30.780;-6.820;MOROCCO;10;mb;3.2;735988
2018-12-11;01:22:36;34.880;-4.260;MOROCCO;10;ML;3.2;731735
2018-10-21;14:30:19;32.720;-5.980;MOROCCO;10;ML;3.0;719499
2018-06-04;22:11:43;32.560;-4.550;MOROCCO;10;mb;4.3;672141
2017-09-26;12:26:17;32.250;-7.350;MOROCCO;10;ML;2.3;620647
2017-08-26;10:24:34;32.670;-6.660;MOROCCO;4;mb;3.0;614066
2017-08-24;12:30:10;32.240;-7.620;MOROCCO;11;mb;3.2;613741
2017-08-20;04:49:41;33.620;-4.250;MOROCCO;2;mb;3.1;613028
2017-07-22;12:57:28;34.010;-5.770;MOROCCO;100;mb;3.1;606959
2017-07-10;16:05:25;34.990;-4.270;MOROCCO;10;ML;3.5;604401
2017-07-05;03:27:11;33.420;-3.050;MOROCCO;10;mb;4.0;603301
2017-04-28;14:02:47;32.330;-8.120;MOROCCO;10;mb;3.5;587540
2017-02-27;04:48:24;32.410;-6.240;MOROCCO;10;ML;3.0;572088
2017-02-20;07:44:14;30.490;-9.640;MOROCCO;20;ML;4.0;570211
2016-03-31;18:01:53;34.940;-3.780;MOROCCO;15;ML;3.1;497708
2015-08-15;10:48:58;34.770;-5.870;MOROCCO;10;ML;2.5;454915
2015-06-03;22:19:04;34.640;-2.600;MOROCCO;20;mb;3.9;445112
2015-05-14;18:16:13;34.930;-4.190;MOROCCO;40;ML;2.5;442016
2015-04-27;18:52:55;32.390;-5.920;MOROCCO;30;ML;3.8;439052
