Date;Time (UTC);Latitude;Longitude;Region name;Depth;Magnitude Type;Magnitude;EqId;
2023-09-08;22:56:00;30.919;-8.416;MOROCCO;3;M;3.1;1552429
2023-09-08;22:53:09;30.907;-8.376;MOROCCO;2;M;2.4;1552428
2023-09-08;22:50:33;31.017;-8.485;MOROCCO;5;M;2.7;1552427
2023-09-08;22:46:48;30.894;-8.379;MOROCCO;2;M;3.7;1550998
2023-09-08;22:39:37;30.859;-8.427;MOROCCO;2;M;3.4;1552426
2023-09-08;22:30:43;30.999;-8.467;MOROCCO;9;mb;4.9;1550984
2023-09-08;22:27:28;30.986;-8.412;MOROCCO;5;M;3.9;1552425
2023-09-08;22:11:02;31.058;-8.490;MOROCCO;26;Mw;6.8;1550978
2023-09-04;21:27:03;34.989;-6.580;MOROCCO;5;ML;2.8;1549158
2023-08-23;06:51:24;34.986;-3.850;MOROCCO;24;ML;3.3;1544478
2023-08-07;08:43:07;32.442;-5.951;MOROCCO;5;mb;3.2;1538242
2023-08-06;08:02:34;34.644;-5.780;MOROCCO;6;ML;2.6;1537858
2023-07-01;23:58:51;34.904;-3.867;MOROCCO;13;ML;2.0;1523183
2023-06-18;07:50:52;34.090;-5.430;MOROCCO;5;mb;3.0;1274403
2023-05-24;18:06:19;34.740;-3.720;MOROCCO;10;ML;2.2;1265285
2023-05-14;01:50:26;32.360;-6.480;MOROCCO;10;ML;2.8;1261228
2023-04-14;00:23:18;33.560;-4.160;MOROCCO;10;ML;3.0;1249704
2023-03-30;09:42:57;34.950;-3.890;MOROCCO;23;ML;2.1;1243831
2023-03-22;22:06:18;34.990;-3.890;MOROCCO;10;ML;2.2;1240652
2023-03-05;19:45:17;33.250;-5.900;MOROCCO;30;mb;3.7;1232573
2023-03-05;00:12:20;34.970;-3.830;MOROCCO;14;ML;2.0;1232185
2023-03-04;01:25:38;34.690;-3.790;MOROCCO;15;ML;2.4;1231765
2023-03-03;15:43:28;34.630;-3.800;MOROCCO;10;ML;3.0;1231540
2023-03-03;08:58:10;34.980;-3.920;MOROCCO;10;ML;2.1;1231375
2023-02-23;20:31:04;34.920;-3.850;MOROCCO;10;ML;2.4;1227995
2023-02-17;10:35:44;34.700;-3.740;MOROCCO;36;ML;2.5;1224980
2023-02-15;21:41:53;34.970;-3.840;MOROCCO;2;ML;2.5;1224226
2023-02-12;08:36:46;34.950;-3.920;MOROCCO;10;ML;3.4;1222532
2023-02-10;08:06:09;34.950;-2.510;MOROCCO;11;ML;2.4;1221443
2023-01-08;20:12:01;34.920;-3.830;MOROCCO;10;ML;2.8;1208346
2023-01-08;18:53:45;34.900;-3.890;MOROCCO;10;ML;3.0;1208322
2023-01-07;08:33:40;34.940;-3.860;MOROCCO;10;ML;2.8;1207886
2023-01-07;08:16:24;34.910;-3.890;MOROCCO;10;ML;3.2;1207878
2023-01-07;08:12:28;34.970;-3.990;MOROCCO;10;mb;5.2;1207870
2022-12-23;08:58:26;32.930;-5.960;MOROCCO;36;ML;3.6;1202959
2022-12-17;01:38:04;34.640;-3.660;MOROCCO;14;ML;3.6;1200829
2022-12-16;05:27:48;34.680;-3.800;MOROCCO;10;ML;2.9;1200535
2022-12-12;04:51:43;30.360;-9.840;MOROCCO;10;ML;4.5;1199083
2022-12-10;17:33:24;34.660;-3.830;MOROCCO;4;ML;2.4;1198614
2022-11-15;15:15:04;33.640;-6.350;MOROCCO;0;ML;3.5;1189365
2022-11-05;06:36:05;34.950;-4.340;MOROCCO;1;ML;2.9;1185821
2022-10-28;00:02:39;34.910;-3.790;MOROCCO;10;ML;2.3;1183175
2022-10-09;03:27:21;34.970;-3.900;MOROCCO;8;ML;2.5;1177173
2022-09-13;02:47:25;34.880;-3.770;MOROCCO;10;ML;2.4;1168297
2022-07-06;01:58:46;34.940;-2.480;MOROCCO;6;ML;2.8;1145681
2022-06-30;04:54:50;34.970;-3.120;MOROCCO;10;ML;2.4;1143676
2022-06-30;01:48:12;34.950;-3.060;MOROCCO;7;ML;2.3;1143645
2022-06-29;23:54:22;34.880;-3.040;MOROCCO;32;ML;2.3;1143606
2022-06-29;23:52:38;34.970;-3.020;MOROCCO;19;ML;2.3;1143609
2022-06-14;09:23:41;33.240;-3.300;MOROCCO;0;ML;3.8;1138399
2022-05-20;08:05:52;34.610;-5.610;MOROCCO;10;ML;3.5;1129988
2022-05-10;23:27:17;33.290;-6.810;MOROCCO;14;ML;3.5;1127342
2022-05-10;08:54:14;33.280;-4.930;MOROCCO;30;ML;3.5;1127331
2022-04-28;11:00:27;34.960;-3.250;MOROCCO;6;ML;2.2;1122981
2022-03-12;01:57:57;34.980;-3.900;MOROCCO;8;ML;3.3;1105839
2022-02-27;16:31:22;34.780;-4.100;MOROCCO;10;ML;2.4;1101505
2022-01-27;04:22:30;33.120;-5.520;MOROCCO;10;mb;2.9;1091055
2022-01-24;07:11:39;33.210;-4.240;MOROCCO;10;mb;4.3;1090050
2022-01-01;01:50:59;31.190;-6.690;MOROCCO;5;ML;3.6;1082899
2021-12-20;07:46:33;34.890;-4.530;MOROCCO;20;ML;2.2;1079155
2021-11-25;23:14:40;31.210;-7.810;MOROCCO;12;ML;3.5;1066481
2021-10-29;06:11:18;33.180;-5.230;MOROCCO;10;mb;3.3;1055282
2021-10-14;19:19:44;30.730;-6.950;MOROCCO;2;ML;3.5;1048369
2021-10-11;19:02:44;33.900;-4.030;MOROCCO;10;ML;3.1;1047433
2021-09-12;18:33:58;34.820;-4.270;MOROCCO;10;ML;2.2;1034677
2021-09-12;01:53:30;34.830;-4.220;MOROCCO;10;ML;2.5;1034401
2021-09-03;04:05:59;34.810;-4.220;MOROCCO;2;ML;2.3;1031317
2021-09-02;06:47:15;34.920;-4.400;MOROCCO;2;ML;2.3;1030988
2021-08-26;18:08:40;34.790;-5.070;MOROCCO;25;ML;3.8;1028544
2021-08-23;03:11:47;34.740;-3.670;MOROCCO;4;ML;2.2;1027336
2021-08-18;16:48:55;34.070;-5.850;MOROCCO;10;ML;3.2;1025695
2021-08-10;23:37:57;34.970;-5.670;MOROCCO;17;ML;2.3;1021972
2021-07-27;23:05:42;34.950;-5.700;MOROCCO;18;ML;2.3;1014218
2021-07-17;04:26:22;31.330;-8.200;MOROCCO;100;ML;3.1;1010329
2021-06-29;03:52:47;33.970;-3.660;MOROCCO;10;mb;3.1;1004440
2021-06-29;03:14:27;33.980;-3.750;MOROCCO;10;mb;3.2;1004442
2021-06-29;03:12:51;34.030;-3.780;MOROCCO;10;mb;3.1;1004441
2021-06-28;09:46:31;33.170;-2.940;MOROCCO;26;mb;3.6;1004265
2021-06-25;07:10:35;34.030;-5.770;MOROCCO;20;ML;2.9;1002989
2021-06-23;05:19:24;33.530;-6.140;MOROCCO;10;mb;3.4;1002017
2021-06-23;02:30:13;33.680;-6.100;MOROCCO;10;mb;3.3;1002018
2021-05-27;14:58:54;34.680;-3.750;MOROCCO;1;ML;2.4;989554
2021-05-27;11:28:29;34.620;-3.970;MOROCCO;10;ML;2.8;989492
2021-05-22;02:00:25;32.050;-5.940;MOROCCO;77;ML;4.4;987329
2021-05-20;11:36:27;34.010;-5.410;MOROCCO;27;ML;2.6;986799
2021-05-05;15:26:16;30.570;-6.980;MOROCCO;4;ML;3.5;980235
2021-04-23;00:03:14;34.900;-4.650;MOROCCO;5;ML;2.2;974115
2021-04-05;06:43:01;34.910;-4.310;MOROCCO;1;ML;2.3;966918
2021-03-24;04:05:36;33.100;-5.600;MOROCCO;1;ML;2.5;962722
2021-03-22;12:11:15;34.650;-5.770;MOROCCO;26;ML;3.8;962231
2021-03-06;23:08:16;33.440;-5.660;MOROCCO;59;ML;3.5;956622
2021-03-06;17:44:33;34.950;-4.350;MOROCCO;10;ML;2.4;956307
2021-02-18;02:21:26;30.210;-9.790;MOROCCO;4;ML;3.6;950339
2021-01-20;06:58:37;33.280;-6.040;MOROCCO;31;mb;3.6;940393
2021-01-18;19:58:16;31.900;-5.960;MOROCCO;9;ML;3.5;939838
2020-12-20;17:03:53;32.450;-5.890;MOROCCO;10;ML;4.1;931158
2020-12-08;23:45:34;34.100;-3.760;MOROCCO;4;mb;3.9;928104
2020-12-07;12:39:37;34.320;-5.620;MOROCCO;4;ML;2.8;927580
2020-11-14;08:06:20;34.830;-5.540;MOROCCO;6;ML;2.7;921058
2020-10-24;08:00:07;34.810;-3.990;MOROCCO;10;ML;2.5;914025
